id_registro,fecha,mes,dia_semana,dia_semana_num,hora,franja_horaria,es_fin_semana,es_feriado,administracion_zonal,tipo_incidente,intensidad_esperada,conteo_incidentes,alta_demanda
2423,2025-11-12,11,miércoles,2,7,Mañana,0,0,Eloy Alfaro,Alteración del orden público,3.526875,4,1
2424,2025-06-09,6,lunes,0,2,Madrugada,0,0,La Delicia,Incidente de tránsito,2.49375,4,1
2425,2025-12-15,12,lunes,0,14,Tarde,0,0,Aeropuerto,Alteración del orden público,1.745625,1,0
2426,2025-02-12,2,miércoles,2,15,Tarde,0,0,Calderón,Alteración del orden público,2.030625,2,0
2427,2025-09-11,9,jueves,3,3,Madrugada,0,0,Eloy Alfaro,Alteración del orden público,4.0078125,7,1
2428,2025-05-10,5,sábado,5,20,Noche,1,0,Los Chillos,Robo de autopartes,3.6851749999999996,2,0
2429,2025-03-01,3,sábado,5,5,Madrugada,1,0,Calderón,Alteración del orden público,2.7787500000000005,1,0
2430,2025-05-31,5,sábado,5,0,Madrugada,1,0,Quitumbe,Robo a personas,5.2650000000000015,2,0
2431,2025-10-14,10,martes,1,3,Madrugada,0,0,Los Chillos,Vandalismo,1.816875,0,0
2432,2025-01-05,1,domingo,6,10,Mañana,1,0,La Delicia,Emergencia comunitaria,1.6065,0,0
2433,2025-09-23,9,martes,1,11,Mañana,0,0,Manuela Sáenz,Robo de vehículos,2.565,2,0
2434,2025-12-11,12,jueves,3,4,Madrugada,0,0,Quitumbe,Emergencia comunitaria,2.4225,2,0
2435,2025-05-10,5,sábado,5,22,Noche,1,0,Quitumbe,Robo a personas,3.7908000000000004,3,0
2436,2025-09-24,9,miércoles,2,20,Noche,0,0,Quitumbe,Robo a personas,4.4631,7,1
2437,2025-06-27,6,viernes,4,15,Tarde,0,0,Quitumbe,Robo a personas,3.4992000000000005,5,1
2438,2025-09-10,9,miércoles,2,12,Tarde,0,0,Aeropuerto,Emergencia comunitaria,1.187025,0,0
2439,2025-02-25,2,martes,1,12,Tarde,0,0,Los Chillos,Emergencia comunitaria,1.4413874999999998,2,0
2440,2025-03-24,3,lunes,0,16,Tarde,0,0,Los Chillos,Vandalismo,1.30815,3,0
2441,2025-04-09,4,miércoles,2,6,Mañana,0,0,Tumbaco,Robo a personas,2.1161250000000003,4,1
2442,2025-05-29,5,jueves,3,7,Mañana,0,0,Aeropuerto,Robo de autopartes,1.6824499999999998,3,0
2443,2025-11-25,11,martes,1,12,Tarde,0,0,Eloy Alfaro,Emergencia comunitaria,2.2892624999999995,1,0
2444,2025-06-05,6,jueves,3,22,Noche,0,0,Manuela Sáenz,Robo a personas,2.885625,6,1
2445,2025-07-09,7,miércoles,2,15,Tarde,0,0,La Delicia,Alteración del orden público,2.1374999999999997,0,0
2446,2025-09-20,9,sábado,5,3,Madrugada,1,0,Los Chillos,Robo a personas,3.729375,3,0
2447,2025-03-21,3,viernes,4,7,Mañana,0,0,La Delicia,Robo a personas,3.5640000000000005,6,1
2448,2025-09-09,9,martes,1,15,Tarde,0,0,Tumbaco,Robo de autopartes,1.474875,3,0
2449,2025-04-07,4,lunes,0,20,Noche,0,0,Eloy Alfaro,Alteración del orden público,4.649062499999999,2,0
2450,2025-09-17,9,miércoles,2,9,Mañana,0,0,Manuela Sáenz,Robo a personas,2.885625,5,1
2451,2025-09-17,9,miércoles,2,11,Mañana,0,0,Calderón,Robo a personas,2.193075,1,0
2452,2025-04-13,4,domingo,6,11,Mañana,1,0,Manuela Sáenz,Robo a personas,3.189375,5,1
2453,2025-02-09,2,domingo,6,4,Madrugada,1,0,Eugenio Espejo,Robo a personas,4.0753125,2,0
2454,2025-09-30,9,martes,1,15,Tarde,0,0,Manuela Sáenz,Robo a personas,2.885625,1,0
2455,2025-04-11,4,viernes,4,0,Madrugada,0,0,Eugenio Espejo,Robo de autopartes,3.9674999999999994,4,1
2456,2025-12-25,12,jueves,3,8,Mañana,0,1,Calderón,Alteración del orden público,2.97825,2,0
2457,2025-11-04,11,martes,1,11,Mañana,0,0,Eugenio Espejo,Robo de autopartes,2.2614749999999995,2,0
2458,2025-08-09,8,sábado,5,4,Madrugada,1,0,Quitumbe,Emergencia comunitaria,3.315,8,1
2459,2025-11-04,11,martes,1,21,Noche,0,0,Eloy Alfaro,Emergencia comunitaria,3.1613624999999996,1,0
2460,2025-05-04,5,domingo,6,19,Noche,1,0,Tumbaco,Robo a personas,3.0830625000000005,4,1
2461,2025-08-19,8,martes,1,21,Noche,0,0,Eugenio Espejo,Robo a personas,4.2771375,3,0
2462,2025-06-27,6,viernes,4,23,Noche,0,0,Calderón,Vandalismo,1.8467999999999998,2,0
2463,2025-03-04,3,martes,1,2,Madrugada,0,1,Calderón,Robo a personas,3.655124999999999,2,0
2464,2025-04-26,4,sábado,5,4,Madrugada,1,0,Manuela Sáenz,Robo a personas,5.484375,3,0
2465,2025-07-10,7,jueves,3,1,Madrugada,0,0,Los Chillos,Robo a personas,2.7253125,4,1
2466,2025-03-03,3,lunes,0,13,Tarde,0,1,Quitumbe,Alteración del orden público,3.591,4,1
2467,2025-09-13,9,sábado,5,1,Madrugada,1,0,La Delicia,Alteración del orden público,4.0625,5,1
2468,2025-01-07,1,martes,1,12,Tarde,0,0,Manuela Sáenz,Incidente de tránsito,2.6184374999999998,1,0
2469,2025-06-04,6,miércoles,2,6,Mañana,0,0,Aeropuerto,Incidente de tránsito,1.53615,3,0
2470,2025-04-02,4,miércoles,2,9,Mañana,0,0,Tumbaco,Robo de autopartes,1.474875,1,0
2471,2025-01-14,1,martes,1,12,Tarde,0,0,Manuela Sáenz,Robo de vehículos,2.9925,3,0
2472,2025-08-17,8,domingo,6,15,Tarde,1,0,Eugenio Espejo,Robo de vehículos,2.6082,5,1
2473,2025-03-27,3,jueves,3,13,Tarde,0,0,Tumbaco,Robo a personas,2.0199375000000006,1,0
2474,2025-05-13,5,martes,1,10,Mañana,0,0,Calderón,Robo a personas,2.193075,3,0
2475,2025-07-02,7,miércoles,2,9,Mañana,0,0,Tumbaco,Robo a personas,1.7313750000000003,3,0
2476,2025-03-03,3,lunes,0,5,Madrugada,0,1,La Delicia,Robo a personas,2.7702,2,0
2477,2025-08-07,8,jueves,3,3,Madrugada,0,0,Calderón,Robo de vehículos,2.7074999999999996,5,1
2478,2025-09-03,9,miércoles,2,20,Noche,0,0,Eugenio Espejo,Robo de vehículos,3.8018999999999994,2,0
2479,2025-08-18,8,lunes,0,0,Madrugada,0,0,Manuela Sáenz,Incidente de tránsito,3.1171875,4,1
2480,2025-03-20,3,jueves,3,6,Mañana,0,0,Quitumbe,Alteración del orden público,3.1350000000000002,4,1
2481,2025-05-29,5,jueves,3,23,Noche,0,0,Aeropuerto,Incidente de tránsito,1.2568499999999998,0,0
2482,2025-05-18,5,domingo,6,8,Mañana,1,0,Eugenio Espejo,Robo de vehículos,3.1878,1,0
2483,2025-11-10,11,lunes,0,7,Mañana,0,0,La Delicia,Robo de autopartes,2.4034999999999997,2,0
2484,2025-03-06,3,jueves,3,4,Madrugada,0,0,Calderón,Robo de vehículos,2.7074999999999996,2,0
2485,2025-01-13,1,lunes,0,18,Noche,0,0,Quitumbe,Robo a personas,4.4631,4,1
2486,2025-08-01,8,viernes,4,9,Mañana,0,0,Los Chillos,Robo a personas,2.4786,8,1
2487,2025-08-30,8,sábado,5,10,Mañana,1,0,Tumbaco,Incidente de tránsito,1.8427500000000003,0,0
2488,2025-08-01,8,viernes,4,14,Tarde,0,0,Eloy Alfaro,Incidente de tránsito,3.5721000000000003,4,1
2489,2025-06-30,6,lunes,0,5,Madrugada,0,0,Aeropuerto,Robo a personas,1.6159499999999998,1,0
2490,2025-12-04,12,jueves,3,14,Tarde,0,0,Tumbaco,Robo a personas,2.0199375000000006,1,0
2491,2025-06-22,6,domingo,6,4,Madrugada,1,0,Los Chillos,Robo de autopartes,2.5659374999999995,1,0
2492,2025-06-09,6,lunes,0,18,Noche,0,0,Calderón,Robo a personas,3.5332874999999997,2,0
2493,2025-06-13,6,viernes,4,21,Noche,0,0,Los Chillos,Robo de vehículos,3.5495999999999994,1,0
2494,2025-07-07,7,lunes,0,18,Noche,0,0,Eloy Alfaro,Robo a personas,5.0209875,6,1
2495,2025-07-10,7,jueves,3,9,Mañana,0,0,Eugenio Espejo,Robo de autopartes,2.2614749999999995,1,0
2496,2025-11-04,11,martes,1,11,Mañana,0,0,Los Chillos,Robo de vehículos,1.7442,2,0
2497,2025-09-13,9,sábado,5,21,Noche,1,0,Manuela Sáenz,Robo de vehículos,5.654999999999999,2,0
2498,2025-07-02,7,miércoles,2,3,Madrugada,0,0,Eloy Alfaro,Robo a personas,4.3284375,1,0
2499,2025-04-27,4,domingo,6,17,Tarde,1,0,Tumbaco,Robo de autopartes,2.6263125,3,0
2500,2025-10-09,10,jueves,3,15,Tarde,0,1,Los Chillos,Incidente de tránsito,1.83141,3,0
2501,2025-07-15,7,martes,1,7,Mañana,0,0,Manuela Sáenz,Robo de vehículos,3.1350000000000002,3,0
2502,2025-02-03,2,lunes,0,3,Madrugada,0,0,Los Chillos,Vandalismo,1.816875,1,0
2503,2025-02-21,2,viernes,4,22,Noche,0,0,Calderón,Vandalismo,1.8467999999999998,3,0
2504,2025-04-22,4,martes,1,11,Mañana,0,0,Quitumbe,Incidente de tránsito,2.1546000000000003,2,0
2505,2025-09-09,9,martes,1,1,Madrugada,0,0,Los Chillos,Emergencia comunitaria,1.7159375,4,1
2506,2025-03-23,3,domingo,6,3,Madrugada,1,0,La Delicia,Alteración del orden público,3.28125,3,0
2507,2025-08-20,8,miércoles,2,4,Madrugada,0,0,Manuela Sáenz,Vandalismo,2.671875,1,0
2508,2025-08-15,8,viernes,4,2,Madrugada,0,0,Eugenio Espejo,Robo a personas,4.6575,4,1
2509,2025-08-21,8,jueves,3,8,Mañana,0,0,La Delicia,Robo de autopartes,2.4034999999999997,3,0
2510,2025-08-09,8,sábado,5,20,Noche,1,0,Quitumbe,Incidente de tránsito,4.7502,6,1
2511,2025-02-11,2,martes,1,17,Tarde,0,0,Tumbaco,Emergencia comunitaria,1.7563124999999997,0,0
2512,2025-01-21,1,martes,1,10,Mañana,0,0,Tumbaco,Incidente de tránsito,1.3466250000000002,1,0
2513,2025-02-11,2,martes,1,2,Madrugada,0,0,Quitumbe,Emergencia comunitaria,2.4225,3,0
2514,2025-04-23,4,miércoles,2,22,Noche,0,0,Tumbaco,Vandalismo,1.15425,4,1
2515,2025-04-15,4,martes,1,1,Madrugada,0,0,Manuela Sáenz,Emergencia comunitaria,2.5234375,4,1
2516,2025-07-11,7,viernes,4,8,Mañana,0,0,Eloy Alfaro,Emergencia comunitaria,3.0294000000000003,4,1
2517,2025-01-17,1,viernes,4,13,Tarde,0,0,Los Chillos,Robo de autopartes,2.4633,2,0
2518,2025-04-30,4,miércoles,2,3,Madrugada,0,0,Eloy Alfaro,Incidente de tránsito,3.3665625000000006,0,0
2519,2025-05-09,5,viernes,4,8,Mañana,0,0,Manuela Sáenz,Vandalismo,2.97,4,1
2520,2025-05-10,5,sábado,5,12,Tarde,1,0,Calderón,Vandalismo,2.33415,1,0
2521,2025-03-01,3,sábado,5,17,Tarde,1,0,La Delicia,Alteración del orden público,4.7125,4,1
2522,2025-02-17,2,lunes,0,14,Tarde,0,0,Los Chillos,Robo de vehículos,2.0349000000000004,1,0
2523,2025-01-29,1,miércoles,2,9,Mañana,0,0,Eugenio Espejo,Robo a personas,2.654775,2,0
2524,2025-04-07,4,lunes,0,15,Tarde,0,0,Eloy Alfaro,Incidente de tránsito,2.423925,4,1
2525,2025-01-10,1,viernes,4,11,Mañana,0,0,Eugenio Espejo,Alteración del orden público,3.105,4,1
2526,2025-08-30,8,sábado,5,19,Noche,1,0,Quitumbe,Robo de vehículos,5.428800000000001,3,0
2527,2025-11-10,11,lunes,0,4,Madrugada,0,0,Eugenio Espejo,Robo a personas,3.6871875,3,0
2528,2025-08-20,8,miércoles,2,1,Madrugada,0,0,Quitumbe,Vandalismo,2.565,3,0
2529,2025-10-04,10,sábado,5,9,Mañana,1,0,Los Chillos,Vandalismo,1.7901,1,0
2530,2025-10-11,10,sábado,5,0,Madrugada,1,0,Los Chillos,Vandalismo,2.48625,5,1
2531,2025-07-22,7,martes,1,6,Mañana,0,0,Manuela Sáenz,Alteración del orden público,3.2656250000000004,3,0
2532,2025-09-04,9,jueves,3,16,Tarde,0,0,La Delicia,Robo de vehículos,2.052,1,0
2533,2025-10-17,10,viernes,4,15,Tarde,0,0,Quitumbe,Robo de vehículos,3.1104,5,1
2534,2025-09-21,9,domingo,6,23,Noche,1,0,Aeropuerto,Robo a personas,1.78605,0,0
2535,2025-08-02,8,sábado,5,2,Madrugada,1,0,Aeropuerto,Vandalismo,2.0475,2,0
2536,2025-07-19,7,sábado,5,13,Tarde,1,0,Manuela Sáenz,Robo a personas,4.6068750000000005,7,1
2537,2025-03-20,3,jueves,3,9,Mañana,0,0,Calderón,Alteración del orden público,2.030625,2,0
2538,2025-12-09,12,martes,1,21,Noche,0,0,Eugenio Espejo,Robo de autopartes,3.643487499999999,2,0
2539,2025-12-10,12,miércoles,2,6,Mañana,0,0,Eloy Alfaro,Robo de autopartes,3.244725,4,1
2540,2025-06-22,6,domingo,6,16,Tarde,1,0,Eloy Alfaro,Incidente de tránsito,2.6790750000000005,8,1
2541,2025-03-10,3,lunes,0,5,Madrugada,0,0,La Delicia,Robo a personas,2.3085,5,1
2542,2025-03-28,3,viernes,4,22,Noche,0,0,La Delicia,Emergencia comunitaria,1.8359999999999999,2,0
2543,2025-04-11,4,viernes,4,21,Noche,0,0,Eloy Alfaro,Robo a personas,6.342300000000001,11,1
2544,2025-01-08,1,miércoles,2,3,Madrugada,0,0,Calderón,Robo a personas,3.0459374999999995,4,1
2545,2025-11-29,11,sábado,5,16,Tarde,1,0,Eugenio Espejo,Robo de autopartes,3.0946499999999997,5,1
2546,2025-07-19,7,sábado,5,8,Mañana,1,0,Quitumbe,Robo a personas,4.6332,4,1
2547,2025-03-28,3,viernes,4,3,Madrugada,0,0,Eugenio Espejo,Emergencia comunitaria,2.9324999999999997,6,1
2548,2025-02-12,2,miércoles,2,6,Mañana,0,0,Manuela Sáenz,Robo de autopartes,3.004375,3,0
2549,2025-04-19,4,sábado,5,22,Noche,1,0,La Delicia,Robo a personas,3.1590000000000003,6,1
2550,2025-06-01,6,domingo,6,1,Madrugada,1,0,Manuela Sáenz,Robo a personas,4.4296875,7,1
2551,2025-01-17,1,viernes,4,16,Tarde,0,0,Quitumbe,Alteración del orden público,3.24,3,0
2552,2025-05-13,5,martes,1,23,Noche,0,0,Manuela Sáenz,Vandalismo,1.9237499999999998,1,0
2553,2025-05-28,5,miércoles,2,7,Mañana,0,0,La Delicia,Robo de autopartes,2.4034999999999997,3,0
2554,2025-10-04,10,sábado,5,22,Noche,1,0,Manuela Sáenz,Alteración del orden público,3.65625,4,1
2555,2025-08-20,8,miércoles,2,14,Tarde,0,0,Calderón,Emergencia comunitaria,1.6109625,2,0
2556,2025-11-10,11,lunes,0,14,Tarde,0,0,Tumbaco,Alteración del orden público,1.8703124999999998,0,0
2557,2025-08-16,8,sábado,5,7,Mañana,1,0,Eloy Alfaro,Robo a personas,5.212350000000002,4,1
2558,2025-05-19,5,lunes,0,15,Tarde,0,0,La Delicia,Alteración del orden público,2.1374999999999997,1,0
2559,2025-07-30,7,miércoles,2,18,Noche,0,0,Eloy Alfaro,Alteración del orden público,4.649062499999999,5,1
2560,2025-01-28,1,martes,1,10,Mañana,0,0,Quitumbe,Emergencia comunitaria,1.7442,0,0
2561,2025-02-20,2,jueves,3,1,Madrugada,0,0,Manuela Sáenz,Alteración del orden público,3.7109375,5,1
2562,2025-09-18,9,jueves,3,22,Noche,0,0,Quitumbe,Incidente de tránsito,2.1546000000000003,2,0
2563,2025-09-18,9,jueves,3,23,Noche,0,0,Quitumbe,Robo a personas,2.7702000000000004,2,0
2564,2025-12-16,12,martes,1,16,Tarde,0,0,Aeropuerto,Incidente de tránsito,1.2568499999999998,0,0
2565,2025-12-18,12,jueves,3,15,Tarde,0,0,Quitumbe,Alteración del orden público,2.565,0,0
2566,2025-01-08,1,miércoles,2,14,Tarde,0,0,Quitumbe,Alteración del orden público,2.9925,1,0
2567,2025-11-16,11,domingo,6,12,Tarde,1,0,La Delicia,Robo a personas,2.9767500000000005,2,0
2568,2025-05-18,5,domingo,6,14,Tarde,1,0,Aeropuerto,Robo de vehículos,1.8522,1,0
2569,2025-02-07,2,viernes,4,3,Madrugada,0,0,Tumbaco,Emergencia comunitaria,1.9124999999999999,0,0
2570,2025-04-21,4,lunes,0,15,Tarde,0,0,Eugenio Espejo,Emergencia comunitaria,1.6715249999999997,1,0
2571,2025-08-08,8,viernes,4,11,Mañana,0,0,Los Chillos,Robo a personas,2.4786,3,0
2572,2025-12-03,12,miércoles,2,3,Madrugada,0,0,La Delicia,Alteración del orden público,2.96875,0,0
2573,2025-08-11,8,lunes,0,2,Madrugada,0,0,Los Chillos,Robo a personas,2.7253125,3,0
2574,2025-05-16,5,viernes,4,21,Noche,0,0,Los Chillos,Incidente de tránsito,3.1058999999999997,3,0
2575,2025-09-13,9,sábado,5,16,Tarde,1,0,Manuela Sáenz,Incidente de tránsito,3.0712500000000005,1,0
2576,2025-12-26,12,viernes,4,21,Noche,0,0,Calderón,Robo a personas,4.4631,3,0
2577,2025-11-25,11,martes,1,17,Tarde,0,0,Eugenio Espejo,Vandalismo,2.8514249999999994,2,0
2578,2025-02-18,2,martes,1,17,Tarde,0,0,Eugenio Espejo,Incidente de tránsito,3.3266625,3,0
2579,2025-10-19,10,domingo,6,22,Noche,1,0,Eugenio Espejo,Robo de vehículos,2.6082,3,0
2580,2025-11-20,11,jueves,3,16,Tarde,0,0,Calderón,Emergencia comunitaria,1.380825,2,0
2581,2025-03-19,3,miércoles,2,11,Mañana,0,0,Manuela Sáenz,Robo de autopartes,2.458125,0,0
2582,2025-04-15,4,martes,1,22,Noche,0,0,Eloy Alfaro,Alteración del orden público,2.885625,3,0
2583,2025-06-18,6,miércoles,2,20,Noche,0,0,Calderón,Robo de vehículos,3.1406999999999994,1,0
2584,2025-08-05,8,martes,1,23,Noche,0,0,Manuela Sáenz,Robo de vehículos,2.565,3,0
2585,2025-04-29,4,martes,1,3,Madrugada,0,0,Eloy Alfaro,Robo de autopartes,3.6871875,4,1
2586,2025-07-09,7,miércoles,2,11,Mañana,0,0,Manuela Sáenz,Robo a personas,2.885625,2,0
2587,2025-09-12,9,viernes,4,22,Noche,0,0,Eugenio Espejo,Vandalismo,2.2356,1,0
2588,2025-09-23,9,martes,1,21,Noche,0,0,La Delicia,Robo de vehículos,3.306,7,1
2589,2025-05-29,5,jueves,3,20,Noche,0,0,Eloy Alfaro,Robo de autopartes,4.2771375,2,0
2590,2025-06-13,6,viernes,4,19,Noche,0,0,Aeropuerto,Incidente de tránsito,2.5578,10,1
2591,2025-05-20,5,martes,1,14,Tarde,0,0,Calderón,Robo de autopartes,2.1795375,1,0
2592,2025-12-13,12,sábado,5,22,Noche,1,0,Eugenio Espejo,Alteración del orden público,3.36375,0,0
2593,2025-09-15,9,lunes,0,15,Tarde,0,0,Eugenio Espejo,Incidente de tránsito,2.064825,0,0
2594,2025-09-26,9,viernes,4,4,Madrugada,0,0,La Delicia,Incidente de tránsito,3.15,5,1
2595,2025-06-30,6,lunes,0,20,Noche,0,0,Quitumbe,Robo a personas,4.4631,6,1
2596,2025-06-09,6,lunes,0,14,Tarde,0,0,Eloy Alfaro,Robo de autopartes,3.0972375,2,0
2597,2025-12-17,12,miércoles,2,16,Tarde,0,0,Manuela Sáenz,Incidente de tránsito,2.2443750000000002,3,0
2598,2025-10-15,10,miércoles,2,17,Tarde,0,0,Los Chillos,Robo de vehículos,2.8101,1,0
2599,2025-10-15,10,miércoles,2,4,Madrugada,0,0,Manuela Sáenz,Robo de vehículos,3.5625,4,1
2600,2025-08-14,8,jueves,3,12,Tarde,0,0,Eugenio Espejo,Robo a personas,3.0972375,4,1
2601,2025-01-11,1,sábado,5,18,Noche,1,0,Los Chillos,Robo a personas,4.326075,5,1
2602,2025-01-10,1,viernes,4,12,Tarde,0,0,Calderón,Emergencia comunitaria,2.0349,1,0
2603,2025-09-28,9,domingo,6,17,Tarde,1,0,Eugenio Espejo,Emergencia comunitaria,2.9764874999999997,1,0
2604,2025-09-30,9,martes,1,13,Tarde,0,0,Calderón,Incidente de tránsito,1.9900124999999997,0,0
2605,2025-07-02,7,miércoles,2,3,Madrugada,0,0,Eloy Alfaro,Emergencia comunitaria,2.7253125,2,0
2606,2025-06-02,6,lunes,0,3,Madrugada,0,0,Calderón,Robo de vehículos,2.7074999999999996,0,0
2607,2025-11-11,11,martes,1,19,Noche,0,0,La Delicia,Robo a personas,3.7192499999999997,7,1
2608,2025-11-30,11,domingo,6,19,Noche,1,0,Tumbaco,Incidente de tránsito,2.3979375000000007,1,0
2609,2025-05-04,5,domingo,6,18,Noche,1,0,Aeropuerto,Robo de vehículos,2.5578,1,0
2610,2025-04-24,4,jueves,3,12,Tarde,0,0,Aeropuerto,Robo de vehículos,1.6758,1,0
2611,2025-10-05,10,domingo,6,11,Mañana,1,0,Los Chillos,Incidente de tránsito,1.686825,2,0
2612,2025-08-01,8,viernes,4,6,Mañana,0,0,Quitumbe,Alteración del orden público,3.96,5,1
2613,2025-06-21,6,sábado,5,11,Mañana,1,0,Eugenio Espejo,Robo a personas,3.6328500000000004,4,1
2614,2025-10-15,10,miércoles,2,20,Noche,0,0,La Delicia,Incidente de tránsito,2.89275,5,1
2615,2025-06-23,6,lunes,0,3,Madrugada,0,0,Calderón,Incidente de tránsito,2.3690624999999996,4,1
2616,2025-04-23,4,miércoles,2,1,Madrugada,0,0,Los Chillos,Robo a personas,2.7253125,2,0
2617,2025-05-02,5,viernes,4,1,Madrugada,0,0,Manuela Sáenz,Vandalismo,3.375,3,0
2618,2025-02-01,2,sábado,5,4,Madrugada,1,0,Los Chillos,Robo de autopartes,3.1768749999999994,2,0
2619,2025-08-10,8,domingo,6,22,Noche,1,1,Tumbaco,Robo de autopartes,1.95615,3,0
2620,2025-04-29,4,martes,1,9,Mañana,0,0,Aeropuerto,Incidente de tránsito,1.2568499999999998,2,0
2621,2025-02-08,2,sábado,5,9,Mañana,1,0,Los Chillos,Incidente de tránsito,2.08845,2,0
2622,2025-09-25,9,jueves,3,8,Mañana,0,0,Manuela Sáenz,Robo de vehículos,3.1350000000000002,3,0
2623,2025-08-21,8,jueves,3,12,Tarde,0,0,Eloy Alfaro,Robo a personas,3.6358875000000004,4,1
2624,2025-01-18,1,sábado,5,6,Mañana,1,0,Eloy Alfaro,Robo a personas,5.212350000000002,3,0
2625,2025-05-29,5,jueves,3,4,Madrugada,0,0,Eugenio Espejo,Alteración del orden público,3.4140625,8,1
2626,2025-05-29,5,jueves,3,9,Mañana,0,0,Quitumbe,Robo a personas,2.7702000000000004,4,1
2627,2025-05-06,5,martes,1,9,Mañana,0,0,Tumbaco,Robo de autopartes,1.474875,0,0
2628,2025-10-29,10,miércoles,2,5,Madrugada,0,0,Los Chillos,Robo a personas,1.962225,0,0
2629,2025-12-26,12,viernes,4,18,Noche,0,0,Quitumbe,Robo de autopartes,4.8024,6,1
2630,2025-08-26,8,martes,1,20,Noche,0,0,Eloy Alfaro,Robo a personas,5.0209875,4,1
2631,2025-05-15,5,jueves,3,7,Mañana,0,0,Manuela Sáenz,Vandalismo,2.35125,2,0
2632,2025-05-31,5,sábado,5,0,Madrugada,1,0,Eloy Alfaro,Robo a personas,5.923125000000001,7,1
2633,2025-08-24,8,domingo,6,16,Tarde,1,0,Eugenio Espejo,Robo de vehículos,2.6082,0,0
2634,2025-08-12,8,martes,1,6,Mañana,0,0,La Delicia,Vandalismo,1.881,2,0
2635,2025-07-22,7,martes,1,13,Tarde,0,0,Eloy Alfaro,Emergencia comunitaria,2.2892624999999995,2,0
2636,2025-09-13,9,sábado,5,20,Noche,1,0,Eugenio Espejo,Robo a personas,5.852925,5,1
2637,2025-03-27,3,jueves,3,20,Noche,0,0,Manuela Sáenz,Robo a personas,4.649062499999999,6,1
2638,2025-05-30,5,viernes,4,16,Tarde,0,0,Calderón,Emergencia comunitaria,1.7442,0,0
2639,2025-08-23,8,sábado,5,8,Mañana,1,0,La Delicia,Robo de autopartes,3.2889999999999997,6,1
2640,2025-12-11,12,jueves,3,16,Tarde,0,0,La Delicia,Emergencia comunitaria,1.4535,2,0
2641,2025-01-22,1,miércoles,2,4,Madrugada,0,0,La Delicia,Robo de autopartes,2.7312499999999997,2,0
2642,2025-12-14,12,domingo,6,19,Noche,1,0,Aeropuerto,Robo de vehículos,2.5578,3,0
2643,2025-10-12,10,domingo,6,7,Mañana,1,0,Manuela Sáenz,Robo de autopartes,3.320625,2,0
2644,2025-09-26,9,viernes,4,5,Madrugada,0,0,Quitumbe,Emergencia comunitaria,2.2032,2,0
2645,2025-09-15,9,lunes,0,10,Mañana,0,0,Calderón,Incidente de tránsito,1.7057249999999997,0,0
2646,2025-01-29,1,miércoles,2,18,Noche,0,0,Quitumbe,Robo a personas,4.4631,5,1
2647,2025-08-01,8,viernes,4,3,Madrugada,0,0,Aeropuerto,Robo de autopartes,2.4149999999999996,4,1
2648,2025-10-10,10,viernes,4,17,Tarde,0,0,Eugenio Espejo,Robo a personas,5.4027,7,1
2649,2025-02-19,2,miércoles,2,0,Madrugada,0,0,La Delicia,Robo de autopartes,2.7312499999999997,4,1
2650,2025-04-05,4,sábado,5,12,Tarde,1,0,Eloy Alfaro,Incidente de tránsito,3.8697750000000006,1,0
2651,2025-03-29,3,sábado,5,13,Tarde,1,0,Quitumbe,Robo de vehículos,3.9312,5,1
2652,2025-02-13,2,jueves,3,23,Noche,0,0,Eugenio Espejo,Incidente de tránsito,2.064825,2,0
2653,2025-10-05,10,domingo,6,0,Madrugada,1,0,Manuela Sáenz,Alteración del orden público,4.1015625,4,1
2654,2025-06-20,6,viernes,4,10,Mañana,0,0,Quitumbe,Incidente de tránsito,2.7216,1,0
2655,2025-07-08,7,martes,1,16,Tarde,0,0,Quitumbe,Emergencia comunitaria,1.7442,1,0
2656,2025-12-19,12,viernes,4,3,Madrugada,0,0,Eloy Alfaro,Robo a personas,5.4675,8,1
2657,2025-07-03,7,jueves,3,11,Mañana,0,0,Calderón,Robo a personas,2.193075,1,0
2658,2025-01-03,1,viernes,4,9,Mañana,0,0,Quitumbe,Robo de autopartes,2.9808,3,0
2659,2025-07-10,7,jueves,3,5,Madrugada,0,0,Manuela Sáenz,Robo a personas,2.885625,1,0
2660,2025-04-28,4,lunes,0,0,Madrugada,0,0,La Delicia,Robo de autopartes,2.7312499999999997,4,1
2661,2025-01-19,1,domingo,6,6,Mañana,1,0,Calderón,Robo de autopartes,2.523675,6,1
2662,2025-01-23,1,jueves,3,20,Noche,0,0,Quitumbe,Incidente de tránsito,3.4713,4,1
2663,2025-01-30,1,jueves,3,15,Tarde,0,0,Eugenio Espejo,Robo de autopartes,2.2614749999999995,3,0
2664,2025-10-22,10,miércoles,2,23,Noche,0,0,Eugenio Espejo,Emergencia comunitaria,1.6715249999999997,0,0
2665,2025-04-18,4,viernes,4,13,Tarde,0,1,Quitumbe,Incidente de tránsito,3.8102400000000003,3,0
2666,2025-10-08,10,miércoles,2,22,Noche,0,0,Aeropuerto,Vandalismo,1.0773000000000001,2,0
2667,2025-05-08,5,jueves,3,19,Noche,0,0,Calderón,Robo a personas,3.5332874999999997,6,1
2668,2025-08-17,8,domingo,6,19,Noche,1,0,Eloy Alfaro,Robo de autopartes,4.7273625,2,0
2669,2025-04-21,4,lunes,0,5,Madrugada,0,0,La Delicia,Robo de vehículos,2.052,2,0
